Heatmap_variant	Dimension	Item_1	Item_2	Item_1_accession	Item_2_accession	Distance	Item_1_cluster_order	Item_2_cluster_order	Distance_method	Scaling_normalisation	Linkage_method
clustered	rows (strains)	C8816	4638	GCA_050485045.1	GCF_053117685.1	0.8235294117647058	43	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8811	4638	GCA_050485055.1	GCF_053117685.1	0.8	44	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2198	4638	GCA_050485625.1	GCF_053117685.1	0.6666666666666666	40	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2196	4638	GCA_050485635.1	GCF_053117685.1	0.6470588235294118	39	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1228	4638	GCA_050486705.1	GCF_053117685.1	0.4444444444444444	48	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1226	4638	GCA_050486715.1	GCF_053117685.1	0.7142857142857143	14	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1576	4638	GCA_050491675.1	GCF_053117685.1	0.3333333333333333	52	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1574	4638	GCA_050491685.1	GCF_053117685.1	0.3333333333333333	53	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1552	4638	GCA_050492125.1	GCF_053117685.1	0.4	67	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1551	4638	GCA_050492135.1	GCF_053117685.1	0.4	65	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H797	4638	GCA_050505635.1	GCF_053117685.1	0.7272727272727273	46	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H813	4638	GCA_050505645.1	GCF_053117685.1	0.7272727272727273	47	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6489	4638	GCA_050506665.1	GCF_053117685.1	0.5714285714285714	15	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6504	4638	GCA_050506675.1	GCF_053117685.1	0.5714285714285714	16	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5882	4638	GCA_050506685.1	GCF_053117685.1	0.5	29	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5881	4638	GCA_050506695.1	GCF_053117685.1	0.5	30	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5874	4638	GCA_050506725.1	GCF_053117685.1	0.8333333333333334	8	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5873	4638	GCA_050506735.1	GCF_053117685.1	0.8333333333333334	7	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5846	4638	GCA_050506745.1	GCF_053117685.1	0.5384615384615384	68	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5844	4638	GCA_050506755.1	GCF_053117685.1	0.6666666666666666	69	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6411	4638	GCA_050506765.1	GCF_053117685.1	0.5	28	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6409	4638	GCA_050506775.1	GCF_053117685.1	0.8333333333333334	6	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6391	4638	GCA_050506815.1	GCF_053117685.1	0	57	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6389	4638	GCA_050506825.1	GCF_053117685.1	0.6666666666666666	19	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6388	4638	GCA_050506865.1	GCF_053117685.1	0	58	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6375	4638	GCA_050506875.1	GCF_053117685.1	0.7142857142857143	13	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5858	4638	GCA_050506885.1	GCF_053117685.1	0.8	37	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5845	4638	GCA_050506905.1	GCF_053117685.1	0.7142857142857143	38	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1545	4638	GCA_050506915.1	GCF_053117685.1	0.8333333333333334	5	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1544	4638	GCA_050506925.1	GCF_053117685.1	0.8333333333333334	4	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1542	4638	GCA_050506935.1	GCF_053117685.1	0.8333333333333334	3	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1538	4638	GCA_050506985.1	GCF_053117685.1	0.8333333333333334	2	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1335	4638	GCA_050506995.1	GCF_053117685.1	0.6666666666666666	18	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1337	4638	GCA_050507065.1	GCF_053117685.1	0.6666666666666666	17	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1469	4638	GCA_050507075.1	GCF_053117685.1	0.4	64	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1468	4638	GCA_050507105.1	GCF_053117685.1	0.4	63	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5822	4638	GCA_050516645.1	GCF_053117685.1	0.7142857142857143	35	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5819	4638	GCA_050516655.1	GCF_053117685.1	0.7142857142857143	36	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6697	4638	GCA_050516665.1	GCF_053117685.1	0.2857142857142857	50	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6696	4638	GCA_050516675.1	GCF_053117685.1	0.5	27	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	UMB6935B	4638	GCF_049262565.1	GCF_053117685.1	0.6666666666666666	34	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5245	4638	GCF_053117575.1	GCF_053117685.1	0	56	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5410	4638	GCF_053117585.1	GCF_053117685.1	0.5555555555555556	70	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5034	4638	GCF_053117655.1	GCF_053117685.1	0.42857142857142855	49	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4953	4638	GCF_053117665.1	GCF_053117685.1	0.2857142857142857	51	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4774	4638	GCF_053117675.1	GCF_053117685.1	0.6428571428571429	45	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4638	4638	GCF_053117685.1	GCF_053117685.1	0	55	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4153	4638	GCF_053117695.1	GCF_053117685.1	0.42857142857142855	32	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	2819	4638	GCF_053117705.1	GCF_053117685.1	0	54	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	BX5936	4638	GCF_906464925.1	GCF_053117685.1	0.7272727272727273	72	55	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI48	4153	GCA_029011255.1	GCF_053117695.1	0.8	11	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI36	4153	GCA_029011395.1	GCF_053117695.1	0.6	25	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI19	4153	GCA_029011535.1	GCF_053117695.1	0.8	33	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI09	4153	GCA_029011745.1	GCF_053117695.1	0.8	1	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H820	4153	GCA_050469755.1	GCF_053117695.1	0.625	59	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H815	4153	GCA_050471105.1	GCF_053117695.1	0.6	26	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1578	4153	GCA_050472745.1	GCF_053117695.1	0.6363636363636364	66	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1577	4153	GCA_050472755.1	GCF_053117695.1	0.6666666666666666	71	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1555	4153	GCA_050473345.1	GCF_053117695.1	0.8	12	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1554	4153	GCA_050473355.1	GCF_053117695.1	0.6	24	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1539	4153	GCA_050473905.1	GCF_053117695.1	0.5454545454545454	62	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1473	4153	GCA_050474485.1	GCF_053117695.1	0.8	10	32	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
