genome_accession	source	ST	BioProject	AMR_gene	AMR_class	AMR_plot_class	AMRFinderPlus_contig_ID	replicon_accession	replicon_description	localisation_classification	evidence_used	replicon_length_bp	replicon_role	sequence_report_path	AMRFinderPlus_raw_record_ID
GCF_049262565.1	Reproductive	30	PRJNA316969	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP185997.1	NZ_CP185997.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2891874	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_049262565.1/sequence_report.jsonl	GCF_049262565.1:1
GCF_049262565.1	Reproductive	30	PRJNA316969	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP185999.1	NZ_CP185999.1	pUMB6935B-2	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	53305	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_049262565.1/sequence_report.jsonl	GCF_049262565.1:3
GCF_053117575.1	Reproductive	179	PRJNA1209846	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	Aminoglycoside	NZ_CP181216.1	NZ_CP181216.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2956378	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117575.1/sequence_report.jsonl	GCF_053117575.1:7
GCF_053117575.1	Reproductive	179	PRJNA1209846	aph(3')-IIIa	AMINOGLYCOSIDE	Aminoglycoside	NZ_CP181216.1	NZ_CP181216.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2956378	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117575.1/sequence_report.jsonl	GCF_053117575.1:4
GCF_053117575.1	Reproductive	179	PRJNA1209846	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181216.1	NZ_CP181216.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2956378	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117575.1/sequence_report.jsonl	GCF_053117575.1:2
GCF_053117575.1	Reproductive	179	PRJNA1209846	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181216.1	NZ_CP181216.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2956378	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117575.1/sequence_report.jsonl	GCF_053117575.1:8
GCF_053117575.1	Reproductive	179	PRJNA1209846	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181216.1	NZ_CP181216.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2956378	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117575.1/sequence_report.jsonl	GCF_053117575.1:9
GCF_053117575.1	Reproductive	179	PRJNA1209846	sat4	STREPTOTHRICIN	Other	NZ_CP181216.1	NZ_CP181216.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2956378	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117575.1/sequence_report.jsonl	GCF_053117575.1:5
GCF_053117575.1	Reproductive	179	PRJNA1209846	tet(M)	TETRACYCLINE	Tetracycline	NZ_CP181216.1	NZ_CP181216.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2956378	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117575.1/sequence_report.jsonl	GCF_053117575.1:1
GCF_053117585.1	Reproductive	16	PRJNA1209846	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	Aminoglycoside	NZ_CP181214.1	NZ_CP181214.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2932787	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117585.1/sequence_report.jsonl	GCF_053117585.1:4
GCF_053117585.1	Reproductive	16	PRJNA1209846	catA	PHENICOL	Other	NZ_CP181214.1	NZ_CP181214.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2932787	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117585.1/sequence_report.jsonl	GCF_053117585.1:6
GCF_053117585.1	Reproductive	16	PRJNA1209846	dfrG	TRIMETHOPRIM	Other	NZ_CP181214.1	NZ_CP181214.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2932787	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117585.1/sequence_report.jsonl	GCF_053117585.1:1
GCF_053117585.1	Reproductive	16	PRJNA1209846	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181214.1	NZ_CP181214.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2932787	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117585.1/sequence_report.jsonl	GCF_053117585.1:5
GCF_053117585.1	Reproductive	16	PRJNA1209846	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181214.1	NZ_CP181214.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2932787	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117585.1/sequence_report.jsonl	GCF_053117585.1:8
GCF_053117585.1	Reproductive	16	PRJNA1209846	str	AMINOGLYCOSIDE	Aminoglycoside	NZ_CP181214.1	NZ_CP181214.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2932787	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117585.1/sequence_report.jsonl	GCF_053117585.1:7
GCF_053117585.1	Reproductive	16	PRJNA1209846	tet(M)	TETRACYCLINE	Tetracycline	NZ_CP181214.1	NZ_CP181214.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2932787	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117585.1/sequence_report.jsonl	GCF_053117585.1:2
GCF_053117655.1	Reproductive	179	PRJNA1209846	ant(6)-Ia	AMINOGLYCOSIDE	Aminoglycoside	NZ_CP181220.1	NZ_CP181220.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2790331	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117655.1/sequence_report.jsonl	GCF_053117655.1:3
GCF_053117655.1	Reproductive	179	PRJNA1209846	aph(3')-IIIa	AMINOGLYCOSIDE	Aminoglycoside	NZ_CP181220.1	NZ_CP181220.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2790331	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117655.1/sequence_report.jsonl	GCF_053117655.1:6
GCF_053117655.1	Reproductive	179	PRJNA1209846	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181220.1	NZ_CP181220.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2790331	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117655.1/sequence_report.jsonl	GCF_053117655.1:2
GCF_053117655.1	Reproductive	179	PRJNA1209846	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181220.1	NZ_CP181220.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2790331	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117655.1/sequence_report.jsonl	GCF_053117655.1:9
GCF_053117655.1	Reproductive	179	PRJNA1209846	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181220.1	NZ_CP181220.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2790331	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117655.1/sequence_report.jsonl	GCF_053117655.1:10
GCF_053117655.1	Reproductive	179	PRJNA1209846	tet(M)	TETRACYCLINE	Tetracycline	NZ_CP181220.1	NZ_CP181220.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2790331	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117655.1/sequence_report.jsonl	GCF_053117655.1:1
GCF_053117665.1	Reproductive	40	PRJNA1209846	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181222.1	NZ_CP181222.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3118143	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117665.1/sequence_report.jsonl	GCF_053117665.1:1
GCF_053117665.1	Reproductive	40	PRJNA1209846	tet(M)	TETRACYCLINE	Tetracycline	NZ_CP181222.1	NZ_CP181222.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3118143	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117665.1/sequence_report.jsonl	GCF_053117665.1:2
GCF_053117665.1	Reproductive	40	PRJNA1209846	aph(3')-IIIa	AMINOGLYCOSIDE	Aminoglycoside	NZ_CP181224.1	NZ_CP181224.1	p4953.2	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	83755	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117665.1/sequence_report.jsonl	GCF_053117665.1:4
GCF_053117665.1	Reproductive	40	PRJNA1209846	sat4	STREPTOTHRICIN	Other	NZ_CP181224.1	NZ_CP181224.1	p4953.2	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	83755	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117665.1/sequence_report.jsonl	GCF_053117665.1:3
GCF_053117665.1	Reproductive	40	PRJNA1209846	ant(6)-Ia	AMINOGLYCOSIDE	Aminoglycoside	NZ_CP181225.1	NZ_CP181225.1	p4953.3	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	52025	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117665.1/sequence_report.jsonl	GCF_053117665.1:5
GCF_053117665.1	Reproductive	40	PRJNA1209846	aph(3')-IIIa	AMINOGLYCOSIDE	Aminoglycoside	NZ_CP181225.1	NZ_CP181225.1	p4953.3	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	52025	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117665.1/sequence_report.jsonl	GCF_053117665.1:7
GCF_053117665.1	Reproductive	40	PRJNA1209846	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181225.1	NZ_CP181225.1	p4953.3	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	52025	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117665.1/sequence_report.jsonl	GCF_053117665.1:8
GCF_053117665.1	Reproductive	40	PRJNA1209846	sat4	STREPTOTHRICIN	Other	NZ_CP181225.1	NZ_CP181225.1	p4953.3	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	52025	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117665.1/sequence_report.jsonl	GCF_053117665.1:6
GCF_053117675.1	Reproductive	480	PRJNA1209846	ant(6)-Ia	AMINOGLYCOSIDE	Aminoglycoside	NZ_CP181226.1	NZ_CP181226.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2862424	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117675.1/sequence_report.jsonl	GCF_053117675.1:4
GCF_053117675.1	Reproductive	480	PRJNA1209846	aph(3')-IIIa	AMINOGLYCOSIDE	Aminoglycoside	NZ_CP181226.1	NZ_CP181226.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2862424	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117675.1/sequence_report.jsonl	GCF_053117675.1:9
GCF_053117675.1	Reproductive	480	PRJNA1209846	dfrG	TRIMETHOPRIM	Other	NZ_CP181226.1	NZ_CP181226.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2862424	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117675.1/sequence_report.jsonl	GCF_053117675.1:14
GCF_053117675.1	Reproductive	480	PRJNA1209846	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181226.1	NZ_CP181226.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2862424	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117675.1/sequence_report.jsonl	GCF_053117675.1:12
GCF_053117675.1	Reproductive	480	PRJNA1209846	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	NZ_CP181226.1	NZ_CP181226.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2862424	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117675.1/sequence_report.jsonl	GCF_053117675.1:3
GCF_053117675.1	Reproductive	480	PRJNA1209846	gyrA_S83Y	QUINOLONE	Other	NZ_CP181226.1	NZ_CP181226.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2862424	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117675.1/sequence_report.jsonl	GCF_053117675.1:1
GCF_053117675.1	Reproductive	480	PRJNA1209846	lnu(B)	LINCOSAMIDE	Macrolide/lincosamide	NZ_CP181226.1	NZ_CP181226.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2862424	assembled-molecule	local_archive/large_outputs/Efaecalis_14_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCF_053117675.1/sequence_report.jsonl	GCF_053117675.1:5
