Genome_1,Genome_2,AMR_Jaccard_distance,AMR_Jaccard_similarity,Nine_locus_patristic_distance,ST_pair_evaluable,ST_relationship,Source_relationship,Study_relationship
GCF_053117705.1,GCA_050485055.1,0.8,0.19999999999999996,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117705.1,GCA_050506675.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117705.1,GCF_053117585.1,0.5555555555555556,0.4444444444444444,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCF_053117705.1,GCA_050506865.1,0,1,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117705.1,GCA_050506665.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117705.1,GCA_050505635.1,0.7272727272727273,0.2727272727272727,0.0016622802,TRUE,Different ST,Different source,Different study
GCF_053117705.1,GCA_050505645.1,0.7272727272727273,0.2727272727272727,0.0016622747999999999,TRUE,Different ST,Different source,Different study
GCF_053117705.1,GCA_050486715.1,0.7142857142857143,0.2857142857142857,0.0016587607,FALSE,ST comparison unavailable,Different source,Different study
GCF_053117705.1,GCA_050491675.1,0.33333333333333337,0.6666666666666666,0.005431587200000001,TRUE,Different ST,Different source,Different study
GCF_053117705.1,GCA_050491685.1,0.33333333333333337,0.6666666666666666,0.005431587200000001,TRUE,Different ST,Different source,Different study
GCF_053117705.1,GCF_053117675.1,0.6428571428571428,0.3571428571428572,0.005338059300000001,TRUE,Different ST,Same source,Same study
GCF_053117705.1,GCA_050472755.1,0.7,0.30000000000000004,0.0141262961,TRUE,Different ST,Different source,Different study
GCF_053117705.1,GCA_050506875.1,0.7142857142857143,0.2857142857142857,0.0168293543,TRUE,Different ST,Different source,Different study
GCA_050506695.1,GCA_050506815.1,0.5,0.5,0,TRUE,Same ST,Same source,Same study
GCA_050506695.1,GCA_050516665.1,0.5,0.5,0,TRUE,Same ST,Same source,Same study
GCA_050506695.1,GCA_050507065.1,0.33333333333333337,0.6666666666666666,0,TRUE,Same ST,Same source,Same study
GCA_050506695.1,GCF_053117575.1,0.5,0.5,0,TRUE,Same ST,Different source,Different study
GCA_050506695.1,GCA_050506995.1,0.33333333333333337,0.6666666666666666,0,TRUE,Same ST,Same source,Same study
GCA_050506695.1,GCF_053117655.1,0.4,0.6,0,TRUE,Same ST,Different source,Different study
GCA_050506695.1,GCA_050506685.1,0,1,2e-6,TRUE,Same ST,Same source,Same study
GCA_050506695.1,GCA_050516675.1,0,1,9.6369e-5,TRUE,Same ST,Same source,Same study
GCA_050506695.1,GCA_050485055.1,0.8461538461538461,0.15384615384615385,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506695.1,GCA_050506675.1,0.25,0.75,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506695.1,GCF_053117585.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCA_050506695.1,GCA_050506865.1,0.5,0.5,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506695.1,GCA_050506665.1,0.25,0.75,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506695.1,GCA_050505635.1,0.625,0.375,0.0016622802,TRUE,Different ST,Same source,Same study
GCA_050506695.1,GCA_050505645.1,0.625,0.375,0.0016622747999999999,TRUE,Different ST,Same source,Same study
GCA_050506695.1,GCA_050486715.1,0.5,0.5,0.0016587607,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506695.1,GCA_050491675.1,0.6666666666666667,0.33333333333333326,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050506695.1,GCA_050491685.1,0.6666666666666667,0.33333333333333326,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050506695.1,GCF_053117675.1,0.7692307692307692,0.23076923076923084,0.005338059300000001,TRUE,Different ST,Different source,Different study
GCA_050506695.1,GCA_050472755.1,0.5714285714285714,0.4285714285714286,0.0141262961,TRUE,Different ST,Same source,Same study
GCA_050506695.1,GCA_050506875.1,0.5,0.5,0.0168293543,TRUE,Different ST,Same source,Same study
GCA_050506815.1,GCA_050516665.1,0.2857142857142857,0.7142857142857143,0,TRUE,Same ST,Same source,Same study
GCA_050506815.1,GCA_050507065.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Same source,Same study
GCA_050506815.1,GCF_053117575.1,0,1,0,TRUE,Same ST,Different source,Different study
GCA_050506815.1,GCA_050506995.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Same source,Same study
GCA_050506815.1,GCF_053117655.1,0.4285714285714286,0.5714285714285714,0,TRUE,Same ST,Different source,Different study
GCA_050506815.1,GCA_050506685.1,0.5,0.5,2e-6,TRUE,Same ST,Same source,Same study
GCA_050506815.1,GCA_050516675.1,0.5,0.5,9.6369e-5,TRUE,Same ST,Same source,Same study
GCA_050506815.1,GCA_050485055.1,0.8,0.19999999999999996,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506815.1,GCA_050506675.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506815.1,GCF_053117585.1,0.5555555555555556,0.4444444444444444,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCA_050506815.1,GCA_050506865.1,0,1,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506815.1,GCA_050506665.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506815.1,GCA_050505635.1,0.7272727272727273,0.2727272727272727,0.0016622802,TRUE,Different ST,Same source,Same study
GCA_050506815.1,GCA_050505645.1,0.7272727272727273,0.2727272727272727,0.0016622747999999999,TRUE,Different ST,Same source,Same study
GCA_050506815.1,GCA_050486715.1,0.7142857142857143,0.2857142857142857,0.0016587607,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506815.1,GCA_050491675.1,0.33333333333333337,0.6666666666666666,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050506815.1,GCA_050491685.1,0.33333333333333337,0.6666666666666666,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050506815.1,GCF_053117675.1,0.6428571428571428,0.3571428571428572,0.005338059300000001,TRUE,Different ST,Different source,Different study
GCA_050506815.1,GCA_050472755.1,0.7,0.30000000000000004,0.0141262961,TRUE,Different ST,Same source,Same study
GCA_050506815.1,GCA_050506875.1,0.7142857142857143,0.2857142857142857,0.0168293543,TRUE,Different ST,Same source,Same study
GCA_050516665.1,GCA_050507065.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Same source,Same study
GCA_050516665.1,GCF_053117575.1,0.2857142857142857,0.7142857142857143,0,TRUE,Same ST,Different source,Different study
GCA_050516665.1,GCA_050506995.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Same source,Same study
GCA_050516665.1,GCF_053117655.1,0.16666666666666663,0.8333333333333334,0,TRUE,Same ST,Different source,Different study
GCA_050516665.1,GCA_050506685.1,0.5,0.5,2e-6,TRUE,Same ST,Same source,Same study
GCA_050516665.1,GCA_050516675.1,0.5,0.5,9.6369e-5,TRUE,Same ST,Same source,Same study
GCA_050516665.1,GCA_050485055.1,0.875,0.125,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050516665.1,GCA_050506675.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050516665.1,GCF_053117585.1,0.7,0.30000000000000004,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCA_050516665.1,GCA_050506865.1,0.2857142857142857,0.7142857142857143,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050516665.1,GCA_050506665.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050516665.1,GCA_050505635.1,0.6,0.4,0.0016622802,TRUE,Different ST,Same source,Same study
GCA_050516665.1,GCA_050505645.1,0.6,0.4,0.0016622747999999999,TRUE,Different ST,Same source,Same study
GCA_050516665.1,GCA_050486715.1,0.7142857142857143,0.2857142857142857,0.0016587607,FALSE,ST comparison unavailable,Same source,Same study
GCA_050516665.1,GCA_050491675.1,0.5,0.5,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050516665.1,GCA_050491685.1,0.5,0.5,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050516665.1,GCF_053117675.1,0.5384615384615384,0.46153846153846156,0.005338059300000001,TRUE,Different ST,Different source,Different study
GCA_050516665.1,GCA_050472755.1,0.7,0.30000000000000004,0.0141262961,TRUE,Different ST,Same source,Same study
GCA_050516665.1,GCA_050506875.1,0.7142857142857143,0.2857142857142857,0.0168293543,TRUE,Different ST,Same source,Same study
GCA_050507065.1,GCF_053117575.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Different source,Different study
GCA_050507065.1,GCA_050506995.1,0,1,0,TRUE,Same ST,Same source,Same study
GCA_050507065.1,GCF_053117655.1,0.6,0.4,0,TRUE,Same ST,Different source,Different study
GCA_050507065.1,GCA_050506685.1,0.33333333333333337,0.6666666666666666,2e-6,TRUE,Same ST,Same source,Same study
GCA_050507065.1,GCA_050516675.1,0.33333333333333337,0.6666666666666666,9.6369e-5,TRUE,Same ST,Same source,Same study
GCA_050507065.1,GCA_050485055.1,0.8333333333333334,0.16666666666666663,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050507065.1,GCA_050506675.1,0.5,0.5,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050507065.1,GCF_053117585.1,0.7142857142857143,0.2857142857142857,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCA_050507065.1,GCA_050506865.1,0.6666666666666667,0.33333333333333326,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050507065.1,GCA_050506665.1,0.5,0.5,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050507065.1,GCA_050505635.1,0.75,0.25,0.0016622802,TRUE,Different ST,Same source,Same study
GCA_050507065.1,GCA_050505645.1,0.75,0.25,0.0016622747999999999,TRUE,Different ST,Same source,Same study
GCA_050507065.1,GCA_050486715.1,0.33333333333333337,0.6666666666666666,0.0016587607,FALSE,ST comparison unavailable,Same source,Same study
GCA_050507065.1,GCA_050491675.1,0.7777777777777778,0.2222222222222222,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050507065.1,GCA_050491685.1,0.7777777777777778,0.2222222222222222,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050507065.1,GCF_053117675.1,0.8461538461538461,0.15384615384615385,0.005338059300000001,TRUE,Different ST,Different source,Different study
GCA_050507065.1,GCA_050472755.1,0.7142857142857143,0.2857142857142857,0.0141262961,TRUE,Different ST,Same source,Same study
GCA_050507065.1,GCA_050506875.1,0.75,0.25,0.0168293543,TRUE,Different ST,Same source,Same study
GCF_053117575.1,GCA_050506995.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Different source,Different study
GCF_053117575.1,GCF_053117655.1,0.4285714285714286,0.5714285714285714,0,TRUE,Same ST,Same source,Same study
GCF_053117575.1,GCA_050506685.1,0.5,0.5,2e-6,TRUE,Same ST,Different source,Different study
GCF_053117575.1,GCA_050516675.1,0.5,0.5,9.6369e-5,TRUE,Same ST,Different source,Different study
GCF_053117575.1,GCA_050485055.1,0.8,0.19999999999999996,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117575.1,GCA_050506675.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117575.1,GCF_053117585.1,0.5555555555555556,0.4444444444444444,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCF_053117575.1,GCA_050506865.1,0,1,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117575.1,GCA_050506665.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117575.1,GCA_050505635.1,0.7272727272727273,0.2727272727272727,0.0016622802,TRUE,Different ST,Different source,Different study
GCF_053117575.1,GCA_050505645.1,0.7272727272727273,0.2727272727272727,0.0016622747999999999,TRUE,Different ST,Different source,Different study
GCF_053117575.1,GCA_050486715.1,0.7142857142857143,0.2857142857142857,0.0016587607,FALSE,ST comparison unavailable,Different source,Different study
GCF_053117575.1,GCA_050491675.1,0.33333333333333337,0.6666666666666666,0.005431587200000001,TRUE,Different ST,Different source,Different study
GCF_053117575.1,GCA_050491685.1,0.33333333333333337,0.6666666666666666,0.005431587200000001,TRUE,Different ST,Different source,Different study
GCF_053117575.1,GCF_053117675.1,0.6428571428571428,0.3571428571428572,0.005338059300000001,TRUE,Different ST,Same source,Same study
GCF_053117575.1,GCA_050472755.1,0.7,0.30000000000000004,0.0141262961,TRUE,Different ST,Different source,Different study
GCF_053117575.1,GCA_050506875.1,0.7142857142857143,0.2857142857142857,0.0168293543,TRUE,Different ST,Different source,Different study
GCA_050506995.1,GCF_053117655.1,0.6,0.4,0,TRUE,Same ST,Different source,Different study
GCA_050506995.1,GCA_050506685.1,0.33333333333333337,0.6666666666666666,2e-6,TRUE,Same ST,Same source,Same study
GCA_050506995.1,GCA_050516675.1,0.33333333333333337,0.6666666666666666,9.6369e-5,TRUE,Same ST,Same source,Same study
GCA_050506995.1,GCA_050485055.1,0.8333333333333334,0.16666666666666663,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506995.1,GCA_050506675.1,0.5,0.5,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506995.1,GCF_053117585.1,0.7142857142857143,0.2857142857142857,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCA_050506995.1,GCA_050506865.1,0.6666666666666667,0.33333333333333326,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506995.1,GCA_050506665.1,0.5,0.5,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506995.1,GCA_050505635.1,0.75,0.25,0.0016622802,TRUE,Different ST,Same source,Same study
GCA_050506995.1,GCA_050505645.1,0.75,0.25,0.0016622747999999999,TRUE,Different ST,Same source,Same study
GCA_050506995.1,GCA_050486715.1,0.33333333333333337,0.6666666666666666,0.0016587607,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506995.1,GCA_050491675.1,0.7777777777777778,0.2222222222222222,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050506995.1,GCA_050491685.1,0.7777777777777778,0.2222222222222222,0.005431587200000001,TRUE,Different ST,Same source,Same study
GCA_050506995.1,GCF_053117675.1,0.8461538461538461,0.15384615384615385,0.005338059300000001,TRUE,Different ST,Different source,Different study
GCA_050506995.1,GCA_050472755.1,0.7142857142857143,0.2857142857142857,0.0141262961,TRUE,Different ST,Same source,Same study
GCA_050506995.1,GCA_050506875.1,0.75,0.25,0.0168293543,TRUE,Different ST,Same source,Same study
GCF_053117655.1,GCA_050506685.1,0.4,0.6,2e-6,TRUE,Same ST,Different source,Different study
GCF_053117655.1,GCA_050516675.1,0.4,0.6,9.6369e-5,TRUE,Same ST,Different source,Different study
GCF_053117655.1,GCA_050485055.1,0.8666666666666667,0.1333333333333333,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117655.1,GCA_050506675.1,0.5,0.5,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117655.1,GCF_053117585.1,0.6666666666666667,0.33333333333333326,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCF_053117655.1,GCA_050506865.1,0.4285714285714286,0.5714285714285714,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117655.1,GCA_050506665.1,0.5,0.5,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCF_053117655.1,GCA_050505635.1,0.5555555555555556,0.4444444444444444,0.0016622802,TRUE,Different ST,Different source,Different study
GCF_053117655.1,GCA_050505645.1,0.5555555555555556,0.4444444444444444,0.0016622747999999999,TRUE,Different ST,Different source,Different study
GCF_053117655.1,GCA_050486715.1,0.6666666666666667,0.33333333333333326,0.0016587607,FALSE,ST comparison unavailable,Different source,Different study
GCF_053117655.1,GCA_050491675.1,0.6,0.4,0.005431587200000001,TRUE,Different ST,Different source,Different study
GCF_053117655.1,GCA_050491685.1,0.6,0.4,0.005431587200000001,TRUE,Different ST,Different source,Different study
GCF_053117655.1,GCF_053117675.1,0.6153846153846154,0.3846153846153846,0.005338059300000001,TRUE,Different ST,Same source,Same study
GCF_053117655.1,GCA_050472755.1,0.6666666666666667,0.33333333333333326,0.0141262961,TRUE,Different ST,Different source,Different study
GCF_053117655.1,GCA_050506875.1,0.6666666666666667,0.33333333333333326,0.0168293543,TRUE,Different ST,Different source,Different study
GCA_050506685.1,GCA_050516675.1,0,1,9.6369e-5,TRUE,Same ST,Same source,Same study
GCA_050506685.1,GCA_050485055.1,0.8461538461538461,0.15384615384615385,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506685.1,GCA_050506675.1,0.25,0.75,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506685.1,GCF_053117585.1,0.5714285714285714,0.4285714285714286,0.0015696773999999997,TRUE,Different ST,Different source,Different study
GCA_050506685.1,GCA_050506865.1,0.5,0.5,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506685.1,GCA_050506665.1,0.25,0.75,0.0015696773999999997,TRUE,Different ST,Same source,Same study
GCA_050506685.1,GCA_050505635.1,0.625,0.375,0.0016622802,TRUE,Different ST,Same source,Same study
GCA_050506685.1,GCA_050505645.1,0.625,0.375,0.0016622747999999999,TRUE,Different ST,Same source,Same study
